,Source.Name,,created_at,,id,,like_count,quote_count,reply_count,retweet_count,,tweet,,CLEANED
105,FinancialTimesv3_0906.csv,,03/09/2020 20:30,,111,,8,0,3,3,,Amazon will increase its UK workforce by a third as the tech company responds to an internet spree unleashed by coronavirus lockdown measures that have forced shoppers to stay at home https://t.co/BBm0lJuaBi,,Amazon will increase its UK workforce by a third as the tech company responds to an internet spree unleashed by coronavirus lockdown measures that have forced shoppers to stay at home httpstcoBBm0lJuaBi
104,FinancialTimesv3_0906.csv,,03/09/2020 20:54,,112,,8,0,2,3,,"RT @FTLifeArts: Where next for the right? Live now at #FTWeekendFestival: @anneapplebaum @spiegelpeter and @davidfrum on Never Trumpers, th…",,RT FTLifeArts Where next for the right? Live now at FTWeekendFestival anneapplebaum spiegelpeter and davidfrum on Never Trumpers th
102,FinancialTimesv3_0906.csv,,03/09/2020 21:15,,113,,0,0,0,3,,"What does our post-pandemic world look like? Tomorrow at 09:00 BST former UK prime minister Tony Blair will be in conversation with FTWeekend editor @AlecURussell about coronavirus, Brexit and leadership in a crisis as part of the #FTWeekendFestival. Book: https://t.co/fLCAGscwXu https://t.co/sZf2KNlLH9",,What does our postpandemic world look like? Tomorrow at 0900 BST former UK prime minister Tony Blair will be in conversation with FTWeekend editor AlecURussell about coronavirus Brexit and leadership in a crisis as part of the FTWeekendFestival Book httpstcofLCAGscwXu httpstcosZf2KNlLH9
96,FinancialTimesv3_0906.csv,,03/09/2020 23:04,,114,,6,1,4,3,,"Technology stocks took a beating today during a sharp sell-off. 

Apple's shares lost 8%, wiping more than $150bn from the iPhone maker's value https://t.co/lB7SBkEd1y https://t.co/KiyC4NfEVP",,Technology stocks took a beating today during a sharp selloff Apples shares lost 8 wiping more than 150bn from the iPhone makers value httpstcolB7SBkEd1y httpstcoKiyC4NfEVP
95,FinancialTimesv3_0906.csv,,03/09/2020 23:30,,115,,13,1,3,3,,The US monthly trade deficit hit its highest level since 2008 in July as the country continued to import more than it exports https://t.co/NzA6y6iGKS,,The US monthly trade deficit hit its highest level since 2008 in July as the country continued to import more than it exports httpstcoNzA6y6iGKS
94,FinancialTimesv3_0906.csv,,03/09/2020 23:54,,116,,6,1,4,3,,Coronavirus latest: California and Florida record lower hospital caseloads https://t.co/x69mlUO22R,,Coronavirus latest California and Florida record lower hospital caseloads httpstcox69mlUO22R
91,FinancialTimesv3_0906.csv,,04/09/2020 00:30,,117,,23,1,3,3,,"TikTok buyer will face huge challenge, Snap’s Evan Spiegel says https://t.co/20ttAt3S21",,TikTok buyer will face huge challenge Snaps Evan Spiegel says httpstco20ttAt3S21
90,FinancialTimesv3_0906.csv,,04/09/2020 05:30,,118,,0,0,0,3,,"One month on, Beirut’s medics work to heal port blast devastation https://t.co/PaVLrKi8JH",,One month on Beiruts medics work to heal port blast devastation httpstcoPaVLrKi8JH
88,FinancialTimesv3_0906.csv,,04/09/2020 05:30,,119,,4,0,0,3,,Simon Schama on art’s return to the barricades https://t.co/OFpUjz2nPj,,Simon Schama on arts return to the barricades httpstcoOFpUjz2nPj
87,FinancialTimesv3_0906.csv,,04/09/2020 05:32,,120,,9,0,2,3,,Amazon’s top UK reviewers appear to profit from fake 5-star posts https://t.co/9dE6uz0SYA,,Amazons top UK reviewers appear to profit from fake 5star posts httpstco9dE6uz0SYA
85,FinancialTimesv3_0906.csv,,04/09/2020 05:32,,121,,17,1,2,3,,Russian troll farm makes US comeback https://t.co/ev9hiwEzZX,,Russian troll farm makes US comeback httpstcoev9hiwEzZX
86,FinancialTimesv3_0906.csv,,04/09/2020 05:32,,122,,3,1,2,3,,Arrest of man who inspired ‘Hotel Rwanda’ spurs family to speak out https://t.co/Va9jOlUV85,,Arrest of man who inspired Hotel Rwanda spurs family to speak out httpstcoVa9jOlUV85
83,FinancialTimesv3_0906.csv,,04/09/2020 06:17,,123,,0,0,0,3,,Former Mars executive to head coffee group JDE Peet’s https://t.co/9jokYv1IIk,,Former Mars executive to head coffee group JDE Peets httpstco9jokYv1IIk
81,FinancialTimesv3_0906.csv,,04/09/2020 08:58,,124,,5,0,1,3,,RT @FTLifeArts: Happening in 5 mins &gt;&gt; Former UK prime minister Tony Blair in conversation with @AlecURussell at the digital #FTWeekendFest…,,RT FTLifeArts Happening in 5 mins gtgt Former UK prime minister Tony Blair in conversation with AlecURussell at the digital FTWeekendFest
79,FinancialTimesv3_0906.csv,,04/09/2020 09:14,,125,,8,1,0,3,,"RT @FTLifeArts: Tony Blair on Brexit: 'If we end up not doing a deal on state aid and fisheries, we've taken collective leave of our senses…",,RT FTLifeArts Tony Blair on Brexit If we end up not doing a deal on state aid and fisheries weve taken collective leave of our senses
78,FinancialTimesv3_0906.csv,,04/09/2020 09:58,,126,,18,0,5,3,,"RT @alicemhancock: ""Meal deal was a dirty word at Pret until a year ago"" - @JudithREvans and I spoke to Pret CEO Pano Christou about overha…",,RT alicemhancock Meal deal was a dirty word at Pret until a year ago  JudithREvans and I spoke to Pret CEO Pano Christou about overha
76,FinancialTimesv3_0906.csv,,04/09/2020 10:02,,127,,10,0,0,4,,"Daily coronavirus thread:
👉South Korea to launch new round of cash handouts
👉Indonesia reports record number of new cases
👉German factory orders lose momentum
https://t.co/LpTQopVzet",,Daily coronavirus threadSouth Korea to launch new round of cash handoutsIndonesia reports record number of new casesGerman factory orders lose momentumhttpstcoLpTQopVzet
75,FinancialTimesv3_0906.csv,,04/09/2020 10:05,,128,,15,0,2,4,,"The UK Treasury has dismissed the ideas around recapitalisation of bad loans
https://t.co/5EyRjv4Pp9",,The UK Treasury has dismissed the ideas around recapitalisation of bad loanshttpstco5EyRjv4Pp9
72,FinancialTimesv3_0906.csv,,04/09/2020 10:33,,129,,11,1,0,4,,Berlusconi admitted to hospital after testing positive for Covid-19: https://t.co/ZvrDnO8w1P https://t.co/elmbV8eNPQ,,Berlusconi admitted to hospital after testing positive for Covid19 httpstcoZvrDnO8w1P httpstcoelmbV8eNPQ
70,FinancialTimesv3_0906.csv,,04/09/2020 11:30,,130,,16,3,16,4,,"A regime that organises murders by poisoning is no partner for big co-operative projects — and that includes pipeline projects,' said liberal FDP party leader Christian Lindner https://t.co/lsyAEjBYSX",,A regime that organises murders by poisoning is no partner for big cooperative projects  and that includes pipeline projects said liberal FDP party leader Christian Lindner httpstcolsyAEjBYSX
68,FinancialTimesv3_0906.csv,,04/09/2020 12:00,,131,,14,0,1,4,,"Investors’ cash is said to have been used to buy horses, a helicopter and lifetime memberships to Annabel’s, the Mayfair private members’ club https://t.co/ozDDbzW6Fn",,Investors cash is said to have been used to buy horses a helicopter and lifetime memberships to Annabels the Mayfair private members club httpstcoozDDbzW6Fn
66,FinancialTimesv3_0906.csv,,04/09/2020 13:00,,132,,14,0,2,4,,"I leave the BBC much as I arrived, with puzzled affection and goodwill for this institution, with its contradictory principles of public service and showbiz, its peculiar mix of selflessness and solipsism,' writes BBC Today editor Sarah Sands https://t.co/jWO29ZsrO3",,I leave the BBC much as I arrived with puzzled affection and goodwill for this institution with its contradictory principles of public service and showbiz its peculiar mix of selflessness and solipsism writes BBC Today editor Sarah Sands httpstcojWO29ZsrO3
65,FinancialTimesv3_0906.csv,,04/09/2020 13:30,,133,,20,0,1,4,,"Global elites represent a new ruling class who may be even more toxic than the hereditary upper crust that came before them, according to analyst David Goodhart and philosopher Michael Sandel https://t.co/fDME9MXUNs",,Global elites represent a new ruling class who may be even more toxic than the hereditary upper crust that came before them according to analyst David Goodhart and philosopher Michael Sandel httpstcofDME9MXUNs
64,FinancialTimesv3_0906.csv,,04/09/2020 14:00,,134,,0,0,0,4,,"If the future of social life is en plein air, the western world’s prime cities, rimming the north Atlantic, have a problem,' writes FT columnist Janan Ganesh https://t.co/mxrdxlSbhD",,If the future of social life is en plein air the western worlds prime cities rimming the north Atlantic have a problem writes FT columnist Janan Ganesh httpstcomxrdxlSbhD
62,FinancialTimesv3_0906.csv,,04/09/2020 14:30,,135,,0,0,0,4,,"Many people are blaming state polls, which show that Joe Biden is actually doing worse at this point in the race than Hillary Clinton was in 2016, especially in swing states. But here's why it’s hard to compare 2016 with 2020 state polls: https://t.co/nTtKwQhMUb https://t.co/CUEpS5VJIM",,Many people are blaming state polls which show that Joe Biden is actually doing worse at this point in the race than Hillary Clinton was in 2016 especially in swing states But heres why its hard to compare 2016 with 2020 state polls httpstconTtKwQhMUb httpstcoCUEpS5VJIM
63,FinancialTimesv3_0906.csv,,04/09/2020 14:30,,136,,0,0,0,4,,"Since Joe Biden's lead in national polls remained stable throughout the summer, why have betting markets now moved dramatically towards Donald Trump and voters are still sceptical of a victory for the Democratic nominee? 👇 https://t.co/nTtKwQhMUb",,Since Joe Bidens lead in national polls remained stable throughout the summer why have betting markets now moved dramatically towards Donald Trump and voters are still sceptical of a victory for the Democratic nominee?  httpstconTtKwQhMUb
60,FinancialTimesv3_0906.csv,,04/09/2020 14:31,,137,,26,3,3,4,,"Education levels didn't used to matter too much in polls, but in 2016 it was arguably the most important demographic factor determining who voters — particularly white ones  — would pick https://t.co/nTtKwQhMUb https://t.co/ydSE3Dhj5N",,Education levels didnt used to matter too much in polls but in 2016 it was arguably the most important demographic factor determining who voters  particularly white ones   would pick httpstconTtKwQhMUb httpstcoydSE3Dhj5N
61,FinancialTimesv3_0906.csv,,04/09/2020 14:31,,138,,11,0,0,4,,"In the states where it mattered most, 2016 polls underestimated Donald Trump’s support, failing to adjust samples by education, meaning they polled too many highly-educated voters. Many pollsters have since corrected this mistake https://t.co/nTtKwQhMUb https://t.co/CJFkzaTsXV",,In the states where it mattered most 2016 polls underestimated Donald Trumps support failing to adjust samples by education meaning they polled too many highlyeducated voters Many pollsters have since corrected this mistake httpstconTtKwQhMUb httpstcoCJFkzaTsXV
57,FinancialTimesv3_0906.csv,,04/09/2020 14:32,,139,,8,1,0,4,,"Many of the issues that affected election polling in 2016 remain. Reputable pollsters in key states are grappling with lower budgets and increased costs from methodological changes, which means high-quality state polls are still too infrequent https://t.co/nTtKwQhMUb",,Many of the issues that affected election polling in 2016 remain Reputable pollsters in key states are grappling with lower budgets and increased costs from methodological changes which means highquality state polls are still too infrequent httpstconTtKwQhMUb
56,FinancialTimesv3_0906.csv,,04/09/2020 15:00,,140,,18,0,3,4,,The FBI is investigating the deaths of two former mining executives. British prosecutors saw both men as potential witnesses in one of the UK’s biggest corruption probes. https://t.co/okdg3A7wc3,,The FBI is investigating the deaths of two former mining executives British prosecutors saw both men as potential witnesses in one of the UKs biggest corruption probes httpstcookdg3A7wc3
52,FinancialTimesv3_0906.csv,,04/09/2020 16:18,,141,,8,0,1,4,,"RT @FTPressOffice: Join @hannahkuchler and @colbyLsmith as they discuss science, the economy and the race to recovery. Sign up and tune in…",,RT FTPressOffice Join hannahkuchler and colbyLsmith as they discuss science the economy and the race to recovery Sign up and tune in
51,FinancialTimesv3_0906.csv,,04/09/2020 16:30,,142,,14,2,1,4,,"FT View: The permissive climate Russia has created for assassinations is part of a broader picture. Not only does Moscow no longer want to play by the rules of a democratic western community, it wishes to subvert them https://t.co/dqAUXm7eQx",,FT View The permissive climate Russia has created for assassinations is part of a broader picture Not only does Moscow no longer want to play by the rules of a democratic western community it wishes to subvert them httpstcodqAUXm7eQx
49,FinancialTimesv3_0906.csv,,04/09/2020 17:30,,143,,10,0,0,4,,"Officials from the US, EU, Japan and Taiwan have called for co-operation in rebuilding global supply chains after the US-China trade war and the coronavirus pandemic exposed the risks of relying on China https://t.co/g2gCuHoznJ",,Officials from the US EU Japan and Taiwan have called for cooperation in rebuilding global supply chains after the USChina trade war and the coronavirus pandemic exposed the risks of relying on China httpstcog2gCuHoznJ
48,FinancialTimesv3_0906.csv,,04/09/2020 18:00,,144,,13,0,12,4,,"What if inflation returns? While most people think interest rates will remain low for a long time, our US finance editor Robert Armstrong looked at the key factor that could upset that consensus and what effect an increase in inflation would have on recent gains by tech stocks. https://t.co/kvPhSr8T0g",,What if inflation returns? While most people think interest rates will remain low for a long time our US finance editor Robert Armstrong looked at the key factor that could upset that consensus and what effect an increase in inflation would have on recent gains by tech stocks httpstcokvPhSr8T0g
46,FinancialTimesv3_0906.csv,,04/09/2020 18:31,,145,,15,1,1,4,,"US House Speaker Nancy Pelosi was filmed on security cameras walking through San Francisco's eSalon, her hair freshly washed, with no mask. The scene was aired on Fox News the next day and quickly set off a firestorm https://t.co/eNVALzzEH7",,US House Speaker Nancy Pelosi was filmed on security cameras walking through San Franciscos eSalon her hair freshly washed with no mask The scene was aired on Fox News the next day and quickly set off a firestorm httpstcoeNVALzzEH7
45,FinancialTimesv3_0906.csv,,04/09/2020 18:44,,146,,20,0,3,4,,RT @AlecuRussell: “This government isn’t really conservative. It’s being run by revolutionaries” @CamCavendish in increasingly firecracker…,,RT AlecuRussell This government isnt really conservative Its being run by revolutionaries CamCavendish in increasingly firecracker
42,FinancialTimesv3_0906.csv,,04/09/2020 20:00,,147,,12,1,1,4,,"Opinion: No traditional investment metrics, such as price earnings ratios or dividend yields, can possibly justify Tesla’s stratospheric share price. The company makes minimal earnings and pays no dividend https://t.co/uR0PFOzSHy",,Opinion No traditional investment metrics such as price earnings ratios or dividend yields can possibly justify Teslas stratospheric share price The company makes minimal earnings and pays no dividend httpstcouR0PFOzSHy
