,author id,created_at,geo,id,lang,like_count,quote_count,reply_count,retweet_count,source,tweet
492,4898091,2020-01-27 21:45:11+00:00, ,1221912060117901314,en,14,1,0,11,SocialFlow,Just published: front page of the Financial Times international edition Tuesday January 28 https://t.co/oqjZPSmMjb https://t.co/JwmZoUY4ni
490,4898091,2020-01-27 22:00:03+00:00, ,1221915800270974976,en,40,3,2,23,Twitter Web App,"The emergence of the new deadly coronavirus, 2019-nCoV, is having far-reaching ramifications for the corporate world. Here is a look at how sectors from luxury goods to carmakers are grappling with the fallout 👇https://t.co/tez0FOhP11"
489,4898091,2020-01-27 22:01:00+00:00, ,1221916037312131073,en,7,3,1,3,Twitter Web App,"Chinese customers account for more than a third of the value of luxury goods purchases. That's why luxury brands would be highly exposed if Chinese clients stop buying domestically or travelling abroad, during which trips they often buy luxury goods https://t.co/tez0FOhP11 https://t.co/2njMsEESrr"
487,4898091,2020-01-27 22:02:22+00:00, ,1221916383853805569,en,6,0,2,7,Twitter Web App,Global airline stocks were battered on Monday as fears grew that the rapid spread of the coronavirus could have far-reaching effects on people’s willingness and ability to travel in China and beyond https://t.co/tez0FOhP11 https://t.co/2LoVS5azHY
486,4898091,2020-01-27 22:02:58+00:00, ,1221916535452766209,en,7,1,1,6,Twitter Web App,"International carmakers have begun pulling out foreign staff from plants in parts of China that have been hit by the coronavirus, amid warnings the outbreak could further hamper the country’s struggling car market https://t.co/tez0FOhP11 https://t.co/FRX1PAjXCd"
485,4898091,2020-01-27 22:03:34+00:00, ,1221916683486535680,en,22,1,1,16,Twitter Web App,"Food delivery is also being disrupted. Online ordering is helping to sustain residents in locked-down cities, but to reduce infection, some companies will roll out a 'contactless delivery' system where couriers will drop off meals at customers’ doorsteps https://t.co/tez0FOhP11 https://t.co/xKpz8H2yq8"
483,4898091,2020-01-27 22:20:06+00:00, ,1221920846454886402,en,13,1,0,5,SocialFlow,"In 2017, legislation signed off by Vladimir Putin decriminalised many offences of domestic violence — but Russian women have fought back, campaigning for a new law to punish offenders and protect victims https://t.co/H2leifdInw"
482,4898091,2020-01-27 22:40:07+00:00, ,1221925881142292481,en,17,4,2,12,SocialFlow,"Boris Johnson said that Britain would no longer impose an immigration cap on top scientists, researchers and mathematicians, while at the same time closing the door to many unskilled EU migrants. https://t.co/CheEqdrce2"
481,4898091,2020-01-27 23:00:12+00:00, ,1221930938877337600,en,79,1,8,51,SocialFlow,"London has surrendered its position as the world’s top financial centre to New York due in part to uncertainty over Brexit, according to a survey of senior financial services executives https://t.co/oYCoO3datM"
479,4898091,2020-01-27 23:20:03+00:00, ,1221935931026026496,en,17,0,1,3,SocialFlow,'It is essential that the cautionary history be imprinted in the minds of the future' https://t.co/mfNRE41a83 #HolocaustMemorialDay
478,4898091,2020-01-27 23:33:10+00:00, ,1221939234669563904,en,104,12,6,31,SocialFlow,EU seeks to force through single standard phone charger https://t.co/NEduHae1th
474,4898091,2020-01-28 00:20:02+00:00, ,1221951026372235266,en,0,0,0,6,SocialFlow,RT @adamsamson: Here's an interesting chart from @Philgeorgiadis that explains why luxury goods makers have taken as especially hard hit fr…
473,4898091,2020-01-28 00:20:58+00:00, ,1221951264503844867,en,11,2,0,16,SocialFlow,Boeing upsizes new debt fundraising to $12bn https://t.co/PuBX5WbW6f
471,4898091,2020-01-28 01:00:19+00:00, ,1221961166806769665,en,9,2,0,1,SocialFlow,"Is it reasonable to leave after being kept waiting 20 minutes without explanation for a meeting? Much depends on who one is trying to meet, according to Pilita Clark  https://t.co/gk41Z2IlHO https://t.co/s6xsSmUzGY"
470,4898091,2020-01-28 01:02:19+00:00, ,1221961667459895297,en,13,2,0,7,SocialFlow,Spectre of stagflation looms over India and China https://t.co/EOM7kCnIuE
468,4898091,2020-01-28 01:40:06+00:00, ,1221971177289240578,en,19,1,0,5,SocialFlow,"There are different ways to network. For MBA students, classmates and alumni are invaluable but tech is also helping graduates find connections https://t.co/pTjDiBOTa5"
467,4898091,2020-01-28 02:00:08+00:00, ,1221976217949216768,en,19,2,2,8,SocialFlow,"Andrew Hill: When future generations look around, they will not judge today’s corporate architects by their companies’ share price and their philanthropy, but by the state of the world those chief executives left behind https://t.co/ZHr4eWUlZC"
466,4898091,2020-01-28 03:08:10+00:00, ,1221993338125070337,en,44,3,4,31,SocialFlow,"Stories of algorithmic discrimination have exposed how machine learning can magnify prejudices that skew human decision-making against women and ethnic minorities. Equally rife, but less talked about, are AI’s repercussions for those with disabilities https://t.co/0t13j7HlSQ"
462,4898091,2020-01-28 04:20:05+00:00, ,1222011438056820738,en,20,3,2,20,SocialFlow,"Shares in South Korea, Singapore and Australia all fell on Tuesday morning as analysts warned that the economic impact of China’s rapidly spreading coronavirus could be ‘enormous’ https://t.co/fxdsN37ida"
459,4898091,2020-01-28 05:30:11+00:00, ,1222029080125747200,en,19,1,0,20,SocialFlow,"FT Exclusive: WhatsApp disclosed 12 security vulnerabilities last year, seven classified as ‘critical’, according to the US National Vulnerabilities Database. In past years, it observed just one or two medium-level flaws https://t.co/yAOmEkl1EB https://t.co/Z0zIEdR21e"
458,4898091,2020-01-28 06:00:15+00:00, ,1222036645064642560,en,9,0,0,7,SocialFlow,Three senior US senators urged Boris Johnson’s national security council on Tuesday to exclude Huawei from Britain’s 5G networks. But Washington is growing pessimistic about changing minds in London https://t.co/osEsp5t81Z https://t.co/Lm8UuirQbn
456,4898091,2020-01-28 06:40:07+00:00, ,1222046677730762752,en,7,0,0,3,SocialFlow,"‘Wirecard I got wrong in two senses’, star UK stockpicker Alexander Darwall said in a video posted online. The German payments company at one point comprised more than 17% of his £1bn investment trust https://t.co/QonFxc0j83"
451,4898091,2020-01-28 08:15:05+00:00, ,1222070577839648769,en,0,0,0,9,SocialFlow,"RT @DanielThomasLDN: I went to Sunderland last week to see how this leave voting, trade dependent region was feeling about Jan 31  - if any…"
449,4898091,2020-01-28 08:30:07+00:00, ,1222074361454170112,en,9,2,4,3,SocialFlow,"Robert Shrimsley: As decisions get harder, Boris Johnson and his attack dogs will see the electoral benefits of cultural warfare. Be it the BBC, the judiciary or woke London elite, the temptation to draw sharp lines will be powerful https://t.co/osBEYJVBLN"
447,4898091,2020-01-28 09:00:15+00:00, ,1222081946639048704,en,26,1,2,18,SocialFlow,"‘It’s death. I have no Plan B.’ If Brexit Britain were to shut EU fishermen out of its waters, the impact would be immediate and severe. But Brussels could strike back — in trade negotiations that risk getting snarled up on fish https://t.co/TBuSELptKj"
446,4898091,2020-01-28 09:17:09+00:00, ,1222086197238890496,en,45,5,5,40,Twitter Web App,"What happens on February 1?
🇪🇺 The UK is in limbo: still bound by EU laws and paying its budget but ousted from political bodies
🇪🇺 Britons in the EU civil service can keep working 
🇪🇺 But UK diplomats in Brussels will lose access — even to bars and cafés https://t.co/CErePwrW7W https://t.co/C73L9x4XZR"
441,4898091,2020-01-28 09:58:42+00:00, ,1222096654033027072,en,8,3,0,9,Twitter Web App,"Read more about what to expect on and after Brexit Day on January 31 👉 https://t.co/hQ26aLRXGK
And follow the FT’s coverage of the UK’s withdrawal from the EU 👉 https://t.co/QSywoZUoYl https://t.co/bUXVqlH2Q2"
440,4898091,2020-01-28 10:00:10+00:00, ,1222097024516075520,en,20,0,1,7,SocialFlow,"Tools such as Google Translate have improved enormously, raising the idea of communicating without speaking the same language. But there are other reasons to learn a language, Michael Skapinker writes https://t.co/laNxvYp92K https://t.co/FmAycSFv0S"
439,4898091,2020-01-28 10:20:04+00:00, ,1222102030610849797,en,28,1,1,15,SocialFlow,"Boris Johnson, the UK prime minister, fanned the flames by insisting the UK would 'take back control' and have full jurisdiction over its 'spectacular maritime wealth'. For EU fishermen, this is the stuff of nightmares https://t.co/PrlwGWF53g"
437,4898091,2020-01-28 11:00:08+00:00, ,1222112114657124352,en,14,1,0,13,SocialFlow,"Airbus has agreed to settle a bribery and corruption probe with regulators in the UK, France and the US, in a move that could see the aerospace group pay billions of dollars in penalties https://t.co/RxhrYyIMcH"
431,4898091,2020-01-28 11:22:03+00:00, ,1222117631001616385,en,996,38,81,235,Ads Uploader for Twitter,"""A friend of mine did something the other day that I have often wanted to do myself but have always been too cowardly to try. He walked out on a rude chief executive. The result was so encouraging it has made me think that more people should do the same."" https://t.co/ZZdWgoVCy6"
429,4898091,2020-01-28 11:22:04+00:00, ,1222117634692603906,en,652,79,299,268,Ads Uploader for Twitter,"""At the age of 20, in June of 1975, I became one of the young people who voted to confirm our membership of the European Union. In 2016, my generation voted to bring us back out. Why did we change our minds?"" https://t.co/CDIzWcVfi3"
427,4898091,2020-01-28 11:22:05+00:00, ,1222117638387785728,en,0,0,0,0,Ads Uploader for Twitter,"Harvard Business School has recovered its crown as the world’s top MBA provider, highlighting the importance of global brand recognition in the market for elite management training. https://t.co/S7115JVe9d"
424,4898091,2020-01-28 11:22:06+00:00, ,1222117643941031937,en,0,0,0,0,Ads Uploader for Twitter,"Harvard Business School has recovered its crown as the world’s top MBA provider, highlighting the importance of global brand recognition in the market for elite management training. https://t.co/jJxREto00t"
421,4898091,2020-01-28 11:22:08+00:00, ,1222117649074786306,en,2,0,1,0,Ads Uploader for Twitter,"Harvard Business School has recovered its crown as the world’s top MBA provider, highlighting the importance of global brand recognition in the market for elite management training. https://t.co/sOdBWwfTzZ"
415,4898091,2020-01-28 11:22:10+00:00, ,1222117659397017600,en,1,0,0,1,Ads Uploader for Twitter,"Harvard Business School has recovered its crown as the world’s top MBA provider, highlighting the importance of global brand recognition in the market for elite management training. https://t.co/gkR3fUg6OJ"
411,4898091,2020-01-28 11:22:12+00:00, ,1222117666871283712,en,4,1,0,4,Ads Uploader for Twitter,"Harvard Business School has recovered its crown as the world’s top MBA provider, highlighting the importance of global brand recognition in the market for elite management training. https://t.co/ElAqmGJrFI"
408,4898091,2020-01-28 11:22:13+00:00, ,1222117672122568704,en,9,0,0,6,Ads Uploader for Twitter,"Deutsche Bank paid $1.1m to secure the wealth management business of a senior Saudi royal, according to an internal probe that led to two former staff being reported to criminal prosecutors. https://t.co/ljhbd8tEa9"
409,4898091,2020-01-28 11:22:13+00:00, ,1222117670335795202,en,340,47,57,150,Ads Uploader for Twitter,"The EU’s plans for a carbon tax have emerged as a potential new flashpoint in transatlantic trade ties, after the Trump administration warned that it would “react” with possible punitive measures against Brussels. https://t.co/wFVjosOeCr"
407,4898091,2020-01-28 11:22:13+00:00, ,1222117673879949312,en,32,2,7,11,Ads Uploader for Twitter,"The Green Deal envisions a power sector based largely on renewable sources, the rapid phasing out of coal, decarbonisation of gas and a focus on energy efficiency. https://t.co/2Zhmj1s1kU"
403,4898091,2020-01-28 11:22:15+00:00, ,1222117680918028288,en,2,0,1,0,Ads Uploader for Twitter,Why does flying attract so much flak when it accounts for just 2 per cent of carbon dioxide emissions? https://t.co/a0BVCNRxNs
404,4898091,2020-01-28 11:22:15+00:00, ,1222117679143755776,en,15,1,1,6,Ads Uploader for Twitter,"According to the Union of Concerned Scientists, China now accounts for 29 per cent of global carbon dioxide emissions generation — compared with 16 per cent for the US. https://t.co/8CzGfsaivv"
401,4898091,2020-01-28 11:22:16+00:00, ,1222117684172722182,en,0,0,0,0,Ads Uploader for Twitter,"According to the Union of Concerned Scientists, China now accounts for 29 per cent of global carbon dioxide emissions generation — compared with 16 per cent for the US. https://t.co/7hlqZEYhwv"
398,4898091,2020-01-28 11:22:17+00:00, ,1222117689247850496,en,0,0,0,0,Ads Uploader for Twitter,"According to the Union of Concerned Scientists, China now accounts for 29 per cent of global carbon dioxide emissions generation — compared with 16 per cent for the US. https://t.co/F7x1tHtE3T"
395,4898091,2020-01-28 11:22:18+00:00, ,1222117694348189696,en,2,0,2,1,Ads Uploader for Twitter,"According to the Union of Concerned Scientists, China now accounts for 29 per cent of global carbon dioxide emissions generation — compared with 16 per cent for the US. https://t.co/ayDvGH75Ti"
397,4898091,2020-01-28 11:22:18+00:00, ,1222117691047251971,en,0,0,0,1,Ads Uploader for Twitter,Why does flying attract so much flak when it accounts for just 2 per cent of carbon dioxide emissions? https://t.co/UdGutWcJHt
396,4898091,2020-01-28 11:22:18+00:00, ,1222117692695629824,en,10,2,1,3,Ads Uploader for Twitter,"""Is growth an illusion?"" https://t.co/Eniv6XBKgb"
391,4898091,2020-01-28 11:22:21+00:00, ,1222117705664299009,en,1,0,0,0,Ads Uploader for Twitter,Why does flying attract so much flak when it accounts for just 2 per cent of carbon dioxide emissions? https://t.co/xt1zqMDI85
392,4898091,2020-01-28 11:22:21+00:00, ,1222117703852404736,en,0,0,0,0,Ads Uploader for Twitter,"According to the Union of Concerned Scientists, China now accounts for 29 per cent of global carbon dioxide emissions generation — compared with 16 per cent for the US. https://t.co/g2mvP95nuh"
386,4898091,2020-01-28 11:40:07+00:00, ,1222122177320845312,en,68,6,1,31,SocialFlow,"Michael Skapinker: Those who have learnt our language have also learnt about us. If you have never learnt another language you have not, in ways you probably don’t apprehend, stepped outside your own world https://t.co/cpBuTHobl3"
382,4898091,2020-01-28 12:40:04+00:00, ,1222137263842373632,en,10,0,1,6,SocialFlow,"Robert Shrimsley: Brexit day will be marked with a speech by the UK prime minister, a coin, some flags, red white and blue lighting and a party in Parliament Square, but it is not exactly July 4 https://t.co/4I5oPC9IUw"
380,4898091,2020-01-28 13:20:07+00:00, ,1222147343983763460,en,15,0,4,10,SocialFlow,"Leo Varadkar suggests that the City of London could lose access to European markets unless the UK opens up its coastal waters to EU boats
https://t.co/aTTI21U5DL"
376,4898091,2020-01-28 14:40:05+00:00, ,1222167467646226432,en,9,0,1,7,SocialFlow,"The FT View: The renewed clashes in Libya have dashed hopes of a ceasefire and exposed the hypocrisy of foreign states meddling in the north African state
https://t.co/qPykh0CX6E"
374,4898091,2020-01-28 15:20:02+00:00, ,1222177519723597825,en,44,1,4,18,SocialFlow,"Big US companies are stepping in to help after Beijing encouraged assistance from corporate America to help it cope with the coronavirus crisis
https://t.co/ssxpwfq1iv"
373,4898091,2020-01-28 15:40:05+00:00, ,1222182566058479617,en,10,0,2,7,SocialFlow,"The government’s immigration advisers have recommended the UK should slash the main salary threshold for workers coming to Britain with a job offer to £25,600 per year after Brexit
https://t.co/IgDYJDEapz"
368,4898091,2020-01-28 17:00:20+00:00, ,1222202763758706688,en,15,0,3,5,SocialFlow,"‘It’s death. I have no Plan B.’ If Brexit Britain were to shut EU fishermen out of its waters, the impact would be immediate and severe. But Brussels could strike back — in trade negotiations that risk getting snarled up on fish https://t.co/OI7c18nVsA"
366,4898091,2020-01-28 17:40:07+00:00, ,1222212772022378497,en,19,0,1,12,SocialFlow,"Lawyers pointed to emails indicating the companies were aware of the fire risk on Grenfell Tower 
https://t.co/gDAJLcOlVJ"
364,4898091,2020-01-28 18:20:13+00:00, ,1222222863631110144,en,27,3,3,23,SocialFlow,"The US has charged the chair of Harvard’s chemistry department with failing to disclose income he allegedly received from the Chinese government, escalating a crackdown on claims of efforts by Beijing to obtain technology from American universities https://t.co/96q6K73MIB"
363,4898091,2020-01-28 18:40:12+00:00, ,1222227894300237827,en,16,4,2,2,SocialFlow,"FT work and careers journalist Janina Conboye visits an equine leadership development school — and finds out horses give pretty useful feedback when it comes to presence, boundaries, trust and respect https://t.co/pk5iUxrEhi"
362,4898091,2020-01-28 19:00:23+00:00, ,1222232973589778432,en,17,1,0,13,SocialFlow,Authorities in Berlin suspect career diplomat Gerhard Sabathil — who is in a relationship with a Chinese academic — of spying for China’s intelligence agency https://t.co/B5enWSAOYR
361,4898091,2020-01-28 19:20:07+00:00, ,1222237940346183680,en,11,1,7,1,SocialFlow,"When it comes to climate change, flying accounts for just 2% of carbon dioxide emissions. So why does it get so much flak? https://t.co/cwav267r5b"
360,4898091,2020-01-28 19:40:05+00:00, ,1222242962928754689,en,23,2,0,14,SocialFlow,Analysis: Britain’s decision to use Huawei’s 5G equipment has been met with relief by the Chinese company as its executives have privately expressed confidence that the UK's decision could trigger similar moves elsewhere https://t.co/ulC17NfHpH
355,4898091,2020-01-28 21:20:05+00:00, ,1222268128723337219,en,32,4,4,16,SocialFlow,"The US's budget deficit over the coming decade will reach $13.1tn, continuing to rise to levels 'unprecedented' in the country's history, according to projections from the non-partisan Congressional Budget Office https://t.co/U7HN3qyczo"
354,4898091,2020-01-28 21:45:08+00:00, ,1222274432565157890,en,16,3,1,11,SocialFlow,Just published: front page of the Financial Times international edition Wednesday January 29 https://t.co/YiSSLeRzV7 https://t.co/vjfSNJqCOC
353,4898091,2020-01-28 21:50:08+00:00, ,1222275690483126278,en,25,5,2,14,SocialFlow,Just published: front page of the Financial Times UK edition Wednesday January 29 https://t.co/wFyVg5dNDc https://t.co/q96fuUU4r7
350,4898091,2020-01-28 22:40:10+00:00, ,1222288284560306177,en,46,4,4,20,SocialFlow,Big US companies are stepping in to help after Beijing encouraged assistance from corporate America to help it cope with the coronavirus crisis https://t.co/Gfd85YPBqO
348,4898091,2020-01-28 23:20:06+00:00, ,1222298331893895171,en,14,0,2,4,SocialFlow,How can recruiters attract untapped talent? https://t.co/ZcAZpQ9JOk
347,4898091,2020-01-28 23:40:09+00:00, ,1222303380963459073,en,38,1,0,20,SocialFlow,"Michael Skapinker: Those who have learnt our language have also learnt about us. If you have never learnt another language you have not, in ways you probably don’t apprehend, stepped outside your own world https://t.co/yoPnslpPpI"
342,4898091,2020-01-29 01:01:21+00:00, ,1222323813771333633,en,8,2,0,3,SocialFlow,eBay warns US internet sales taxes will slow growth https://t.co/1ITPSl9VtW
339,4898091,2020-01-29 01:47:45+00:00, ,1222335490516537345,en,25,3,4,18,SocialFlow,"Hong Kong stocks fell 3% on reopening from the lunar new year break on Wednesday, reflecting global losses from coronavirus https://t.co/RQ5EeLIh4B https://t.co/zUuSTXerks"
337,4898091,2020-01-29 02:31:16+00:00, ,1222346443664642049,en,17,0,0,10,SocialFlow,Hong Kong stocks tumble on coronavirus fears https://t.co/8BY7Sd13j3
333,4898091,2020-01-29 05:00:14+00:00, ,1222383929233158144,en,14,0,2,11,SocialFlow,"Policymakers in China have set themselves a tricky task. While the economy is slowing and debt defaults are mounting, the People’s Bank of China is attempting the biggest interest rate reform in years https://t.co/jNcTc3JupP"
330,4898091,2020-01-29 06:00:08+00:00, ,1222399003159093248,en,16,0,3,7,SocialFlow,"The Trump administration views Boris Johnson’s decision on Huawei as a craven surrender to China, and fears other allies could follow Britain’s lead https://t.co/0uABLbxmjT"
328,4898091,2020-01-29 06:40:10+00:00, ,1222409078028324864,en,14,1,1,12,SocialFlow,"Peggy Hollinger: David Calhoun’s attempt to blame Boeing’s bulldozing of safety regulators on an ‘unusual group of folks’ raises questions about how much the new CEO will change. After all, he spent 10 years on the board https://t.co/zdsExZe8oT"
326,4898091,2020-01-29 07:07:36+00:00, ,1222415983127691265,en,0,0,0,132,SocialFlow,"RT @lionelbarber: Essential breakfast reading from @martinwolf_ 
Britain after Brexit will not be alone, but it will be lonelier (and poore…"
324,4898091,2020-01-29 07:30:11+00:00, ,1222421666564857857,en,19,2,1,11,SocialFlow,Northern Ireland dominated the first phase of Brexit talks thanks to bitter divisions over a possible Irish land border. The frontier will stay open — but tensions are looming over new Irish Sea trade checks https://t.co/1BlclyvLAW
320,4898091,2020-01-29 08:07:07+00:00, ,1222430963222896641,en,113,11,2,73,SocialFlow,Just in: https://t.co/0SLagujs3t
318,4898091,2020-01-29 08:30:11+00:00, ,1222436766487130115,en,12,1,0,4,SocialFlow,"Brooke Masters: The US has experimented with astronomical corporate fines, but there are other ways to hold top executives responsible https://t.co/VbVPjTtg3W"
316,4898091,2020-01-29 09:00:14+00:00, ,1222444329362477056,en,113,9,3,65,SocialFlow,"When Steve Jobs returned to Apple in 1997, it was valued at $3bn, less than one-tenth of Siemens, Europe’s largest industrial group then and now. Today, Apple is worth more than Germany’s 30 leading companies https://t.co/fITxtoz2Fu https://t.co/aa9WJ3sJsx"
313,4898091,2020-01-29 10:00:10+00:00, ,1222459412243238913,en,0,0,0,28,SocialFlow,"RT @PatrickMcGee_: Apple is now worth more than Germany's 30 largest companies -- @Volkswagen, @Siemens, @BASF, @Bayer, @DeutscheBank and 2…"
312,4898091,2020-01-29 10:20:08+00:00, ,1222464437975687168,en,25,2,3,17,SocialFlow,"Chinese officials on Wednesday said the death toll from the coronavirus had risen to 132, while the number of confirmed cases in the country climbed to 5,974 https://t.co/m5qoSzJ5uA"
311,4898091,2020-01-29 10:40:09+00:00, ,1222469475376779264,en,19,3,1,12,SocialFlow,"Apple reported new records for both revenue and income during its holiday sales period, achieving one of the biggest quarterly profits for any company and helping to justify a stock price that has more than doubled in the past year
https://t.co/TuQC3Zg13u https://t.co/pJCbMmLJs4"
308,4898091,2020-01-29 11:40:07+00:00, ,1222484566142857218,en,27,2,5,9,SocialFlow,"Martin Wolf: Will this separation endure? Nobody can know. But it is quite likely to last a long time. In my own view, it is a huge blunder. But the moment is now upon us. We must live with its consequences
https://t.co/OdHTAOVxfy"
307,4898091,2020-01-29 12:00:16+00:00, ,1222489636439777283,en,25,0,2,13,SocialFlow,How dangerous is the new coronavirus? How does the virus spread and what is the incubation period? Find out the answers to these questions and more here: https://t.co/Cldpa4GmnK
305,4898091,2020-01-29 12:20:09+00:00, ,1222494639384616967,en,11,1,0,6,SocialFlow,"Peggy Hollinger: The crisis that has engulfed Boeing since 346 people were killed in two crashes of its now grounded passenger jet, the 737 Max, is unprecedented in the company’s history https://t.co/V5tk9LKGuw"
303,4898091,2020-01-29 13:00:08+00:00, ,1222504702501322753,en,21,4,3,10,SocialFlow,"Government spending on the biggest consultancy firms — PwC, Deloitte, EY, KPMG, McKinsey, BCG, Bain and PA Consulting —  hit £464m last year https://t.co/TNXGuQ5f15"
302,4898091,2020-01-29 13:20:06+00:00, ,1222509725318860801,en,9,3,1,5,SocialFlow,"The FT View: If the EU's carbon border tax plan goes ahead, it is likely to worsen the EU's trade frictions with the US
https://t.co/ecCt1tbs02"
301,4898091,2020-01-29 13:31:21+00:00, ,1222512556109189120,en,0,0,0,9,SocialFlow,RT @brookeamasters: How do you stop the bad apples from spoiling the corporate barrel? My column this week https://t.co/VXx7Im26BK via @fin…
300,4898091,2020-01-29 13:40:11+00:00, ,1222514778712739847,en,7,1,2,4,SocialFlow,"After becoming Bolivia’s caretaker president Jeanine Áñez said it would be 'dishonest' to run for the office. Now she has changed her mind
https://t.co/HnDKfvlCYT https://t.co/6Qp5oiPI4c"
299,4898091,2020-01-29 14:00:21+00:00, ,1222519853824778241,en,26,7,2,7,SocialFlow,"Northern Rail will be back under state control in less than two years
https://t.co/b6W1i2IVhU"
295,4898091,2020-01-29 14:42:05+00:00, ,1222530356039102465,en,0,0,0,7,SocialFlow,"RT @TonyTassell: This is a good explainer by @clivecookson on just how dangerous the new coronavirus is - the incubation period, how soon b…"
294,4898091,2020-01-29 15:00:14+00:00, ,1222534926836412418,en,4,2,1,4,SocialFlow,"Janan Ganesh: For all the uniqueness of President Donald Trump, the deference to executive power will not vanish when he goes
https://t.co/87nVrqOweS"
293,4898091,2020-01-29 15:09:08+00:00, ,1222537166485688320,en,0,0,0,26,SocialFlow,RT @GuyChazan: Apple's market cap is now bigger than the whole of Germany's Dax 30 index - will Silicon Valley end up swallowing Deutschlan…
291,4898091,2020-01-29 15:40:11+00:00, ,1222544977290502144,en,77,12,10,60,SocialFlow,"Martin Wolf: Never in my lifetime has the UK government been so determined to inflict economic damage on its own people. It may lose about half of its potential increase in GDP per head in the next decade, with grim implications for income and spending https://t.co/tE86NcY5s1 https://t.co/Fje6MRvGdr"
286,4898091,2020-01-29 17:00:28+00:00, ,1222565183006048261,en,21,0,1,15,SocialFlow,"What is it like to be in Wuhan, the centre of the new coronavirus outbreak? The FT spoke with foreigners living in the Chinese city — many of whom feel left in the dark by their own governments about what to do https://t.co/z75nJmVx4t"
284,4898091,2020-01-29 17:40:09+00:00, ,1222575170742837248,en,25,3,0,8,SocialFlow,"Donald Trump has signed the legislation for the new trade deal with Canada and Mexico to replace Nafta — but Canada's parliament still needs to ratify it, which will require lengthy negotiations between Justin Trudeau's government and opposition lawmakers https://t.co/GNxxWWVUJ9"
283,4898091,2020-01-29 18:00:08+00:00, ,1222580198136340480,en,20,1,1,9,SocialFlow,"Opinion: The EU's announcement that it would mobilise €1tn of public and private climate-related investment over the next decade seemed at first quite impressive, but in reality, very little of the €1tn figure consists of freshly raised public funds https://t.co/4xZ3XRkPJG"
281,4898091,2020-01-29 18:40:14+00:00, ,1222590289241628672,en,1178,15,128,1124,SocialFlow,"You may not be reading much about the protests in Hong Kong anymore, but our editor Tom O’Sullivan points out that 2020 is bringing a new phase to the anti-government campaign — one designed to weave protests into every corner of the territory's economy https://t.co/yj2fvGJYlW"
279,4898091,2020-01-29 19:20:10+00:00, ,1222600340006146048,en,47,7,0,43,SocialFlow,"This is 'the biggest crisis that Xi has had to face since he took power in 2012', says the FT's global China editor James Kynge while explaining how the new coronavirus is putting extraneous pressure on the Chinese government. Watch his full account: https://t.co/0oQo1AOdHW"
276,4898091,2020-01-29 20:20:05+00:00, ,1222615417388240896,en,14,2,2,6,SocialFlow,"Boris Johnson has ordered all cabinet ministers to identify cuts of at least 5% to their department budgets, telling them to consider axing programmes that do not improve health, fight crime or tackle regional inequalities https://t.co/wK9yWCbPKU"
272,4898091,2020-01-29 21:15:01+00:00, ,1222629242833338380,en,11,3,2,12,SocialFlow,"Just published: front page of the Financial Times UK edition, Thursday January 30 https://t.co/SYgKpILwOC https://t.co/g22ZYYKEXE"
266,4898091,2020-01-29 22:02:26+00:00, ,1222641173627621376,en,10,0,1,9,Twitter Web App,What happens next? The US ambassador to Israel said the country was free to take its own action — and that the US would form a committee to try to approve those annexations 'quickly' https://t.co/T9i2KXtVWh https://t.co/F6T5JNOtPJ
265,4898091,2020-01-29 22:03:05+00:00, ,1222641338501472258,en,22,3,0,22,Twitter Web App,So great is the Palestinian outrage to Trump's map that it will probably close the door on any prospect of serious direct negotiations between Israel and the Palestine Liberation Organization in almost a decade https://t.co/T9i2KXtVWh
252,4898091,2020-01-30 04:00:07+00:00, ,1222731188248420353,en,9,3,7,4,SocialFlow,"Alan Dershowitz, the Harvard professor representing Donald Trump, argued on Wednesday that nothing the president does to get re-elected is impeachable if he thinks his own election is in the public interest https://t.co/nO2vZiUkId"
251,4898091,2020-01-30 04:20:08+00:00, ,1222736226152853504,en,3,0,0,8,SocialFlow,"Hong Kong’s tax authorities, recently the most feared and efficient part of the government, are struggling to issue 2018-19 tax bills, sparking speculation that they fear a widespread boycott https://t.co/tVgxcA9DzG"
249,4898091,2020-01-30 05:00:08+00:00, ,1222746293853925376,en,569,9,37,566,SocialFlow,"For China’s ruling Communist party, handling the fallout of deadly natural disasters, industrial accidents, mass riots and public health crises — known in party parlance as ‘sudden incidents’ — is critical https://t.co/FDYVpDDfxW"
248,4898091,2020-01-30 05:20:05+00:00, ,1222751314544861184,en,24,0,0,17,SocialFlow,Traders in Shanghai are preparing to return to work on Monday — but reduced teams will be wearing face masks and work without air conditioning in a bid to counter the spreading coronavirus https://t.co/gRRhBxeYX2
246,4898091,2020-01-30 06:00:05+00:00, ,1222761379146412032,en,30,6,1,25,SocialFlow,"The number of confirmed coronavirus cases neared 7,800, and is set to surpass the worldwide total of Sars as the World Health Organization prepares to discuss declaring a global emergency https://t.co/Sg3sDJaHV5"
245,4898091,2020-01-30 06:15:03+00:00, ,1222765146826821632,en,10,1,0,10,SocialFlow,Facebook’s chief financial officer said he expected the growth rate to decelerate further owing to ‘global privacy regulation and other ad targeting-related headwinds’ https://t.co/7AZ8ZWcpKZ
244,4898091,2020-01-30 06:30:10+00:00, ,1222768951450578944,en,40,5,1,29,SocialFlow,"A drug molecule invented entirely by artificial intelligence is set to enter human clinical trials for the first time, a breakthrough in drug development https://t.co/s9KyhGzsDR https://t.co/nnw2aJ6nBe"
